danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,artist_name,album,track_name,popularity
0.372,0.91,7,-4.539,1,0.0735,0.021,0.0,0.839,0.354,89.543,audio_features,6X6n1gtl1jpDsVHpwt7Wr4,spotify:track:6X6n1gtl1jpDsVHpwt7Wr4,https://api.spotify.com/v1/tracks/6X6n1gtl1jpDsVHpwt7Wr4,https://api.spotify.com/v1/audio-analysis/6X6n1gtl1jpDsVHpwt7Wr4,206053,4,NCT DREAM,THE DREAM SHOW - The 1st Live Album,Bye My First...,40
0.393,0.944,7,-5.234,1,0.191,0.0575,2.92e-05,0.485,0.649,159.832,audio_features,01YEVlunkOcDQ2haHpTLOi,spotify:track:01YEVlunkOcDQ2haHpTLOi,https://api.spotify.com/v1/tracks/01YEVlunkOcDQ2haHpTLOi,https://api.spotify.com/v1/audio-analysis/01YEVlunkOcDQ2haHpTLOi,202747,3,NCT DREAM,THE DREAM SHOW - The 1st Live Album,Don't Need Your Love,43
0.63,0.889,1,-4.156,1,0.227,0.0297,0.0,0.95,0.458,127.944,audio_features,41rDbh9jwDoKZ8wKTOiung,spotify:track:41rDbh9jwDoKZ8wKTOiung,https://api.spotify.com/v1/tracks/41rDbh9jwDoKZ8wKTOiung,https://api.spotify.com/v1/audio-analysis/41rDbh9jwDoKZ8wKTOiung,202373,4,NCT DREAM,THE DREAM SHOW - The 1st Live Album,Fireflies,40
0.52,0.916,4,-3.284,1,0.057,0.0241,0.0,0.899,0.456,128.053,audio_features,2MsuMsE5CCbjNAOQv8h19g,spotify:track:2MsuMsE5CCbjNAOQv8h19g,https://api.spotify.com/v1/tracks/2MsuMsE5CCbjNAOQv8h19g,https://api.spotify.com/v1/audio-analysis/2MsuMsE5CCbjNAOQv8h19g,206360,4,NCT DREAM,THE DREAM SHOW - The 1st Live Album,Trigger the fever,41
0.689,0.861,5,-4.125,0,0.0458,0.258,0.0,0.868,0.613,119.959,audio_features,3xkMNkcPcVqQl4K66os2RX,spotify:track:3xkMNkcPcVqQl4K66os2RX,https://api.spotify.com/v1/tracks/3xkMNkcPcVqQl4K66os2RX,https://api.spotify.com/v1/audio-analysis/3xkMNkcPcVqQl4K66os2RX,211053,4,NCT DREAM,THE DREAM SHOW - The 1st Live Album,BOOM,41
0.561,0.852,2,-3.68,1,0.0427,0.161,0.0,0.455,0.478,90.989,audio_features,060Mecrf0GWFuwKsTzsJdU,spotify:track:060Mecrf0GWFuwKsTzsJdU,https://api.spotify.com/v1/tracks/060Mecrf0GWFuwKsTzsJdU,https://api.spotify.com/v1/audio-analysis/060Mecrf0GWFuwKsTzsJdU,180467,4,NCT DREAM,THE DREAM SHOW - The 1st Live Album,La La Love,38
0.516,0.792,11,-4.67,1,0.0467,0.101,0.0,0.457,0.551,78.09,audio_features,7k4d5iDArjG4HMsD3p0uxP,spotify:track:7k4d5iDArjG4HMsD3p0uxP,https://api.spotify.com/v1/tracks/7k4d5iDArjG4HMsD3p0uxP,https://api.spotify.com/v1/audio-analysis/7k4d5iDArjG4HMsD3p0uxP,235840,4,NCT DREAM,THE DREAM SHOW - The 1st Live Album,Beautiful Time,41
0.549,0.903,1,-1.483,0,0.045,0.178,0.0,0.0682,0.513,150.009,audio_features,0EMD15EVNwDlgGH2CH6ZEL,spotify:track:0EMD15EVNwDlgGH2CH6ZEL,https://api.spotify.com/v1/tracks/0EMD15EVNwDlgGH2CH6ZEL,https://api.spotify.com/v1/audio-analysis/0EMD15EVNwDlgGH2CH6ZEL,201773,4,NCT DREAM,Reload,Ridin',72
0.697,0.868,0,-4.575,1,0.057,0.374,0.0,0.124,0.546,145.961,audio_features,3l8JuoE2LHb7hiFo7lKrkh,spotify:track:3l8JuoE2LHb7hiFo7lKrkh,https://api.spotify.com/v1/tracks/3l8JuoE2LHb7hiFo7lKrkh,https://api.spotify.com/v1/audio-analysis/3l8JuoE2LHb7hiFo7lKrkh,188400,4,NCT DREAM,Reload,Quiet Down,62
0.744,0.89,6,-3.134,0,0.0824,0.146,0.0,0.121,0.629,99.95,audio_features,0nsL0AalAUFNCi7DYhnihQ,spotify:track:0nsL0AalAUFNCi7DYhnihQ,https://api.spotify.com/v1/tracks/0nsL0AalAUFNCi7DYhnihQ,https://api.spotify.com/v1/audio-analysis/0nsL0AalAUFNCi7DYhnihQ,197280,4,NCT DREAM,Reload,7 Days,62
0.696,0.92,1,-2.004,1,0.119,0.0451,0.0,0.0603,0.59,104.035,audio_features,2eqehaP6hg04FQ82CLErFd,spotify:track:2eqehaP6hg04FQ82CLErFd,https://api.spotify.com/v1/tracks/2eqehaP6hg04FQ82CLErFd,https://api.spotify.com/v1/audio-analysis/2eqehaP6hg04FQ82CLErFd,210867,4,NCT DREAM,Reload,Love Again,60
0.66,0.363,5,-8.3,1,0.0286,0.79,0.00014,0.102,0.592,103.124,audio_features,4hMYovC1APX8ojuANCoeuF,spotify:track:4hMYovC1APX8ojuANCoeuF,https://api.spotify.com/v1/tracks/4hMYovC1APX8ojuANCoeuF,https://api.spotify.com/v1/audio-analysis/4hMYovC1APX8ojuANCoeuF,227453,4,NCT DREAM,Reload,Puzzle Piece,63
0.647,0.823,2,-4.901,1,0.154,0.0158,0.0,0.348,0.393,179.823,audio_features,0qhTNlYrAJBXpHHzay7qvM,spotify:track:0qhTNlYrAJBXpHHzay7qvM,https://api.spotify.com/v1/tracks/0qhTNlYrAJBXpHHzay7qvM,https://api.spotify.com/v1/audio-analysis/0qhTNlYrAJBXpHHzay7qvM,207156,4,NCT DREAM,We Boom - The 3rd Mini Album,Bye My First…,55
0.744,0.674,1,-3.736,1,0.15,0.00253,0.0,0.201,0.73,127.941,audio_features,1F9FQp9dnnQWTkaK6Nzm1W,spotify:track:1F9FQp9dnnQWTkaK6Nzm1W,https://api.spotify.com/v1/tracks/1F9FQp9dnnQWTkaK6Nzm1W,https://api.spotify.com/v1/audio-analysis/1F9FQp9dnnQWTkaK6Nzm1W,200973,4,NCT DREAM,Fireflies (THE OFFICIAL SONG OF THE WORLD SCOUT FOUNDATION),Fireflies (THE OFFICIAL SONG OF THE WORLD SCOUT FOUNDATION),61
0.619,0.881,7,-4.683,1,0.0834,0.0632,0.0,0.103,0.769,160.145,audio_features,7oEm5Q1virEUB9H0XjWZzF,spotify:track:7oEm5Q1virEUB9H0XjWZzF,https://api.spotify.com/v1/tracks/7oEm5Q1virEUB9H0XjWZzF,https://api.spotify.com/v1/audio-analysis/7oEm5Q1virEUB9H0XjWZzF,201880,3,NCT DREAM,Don’t Need Your Love,Don’t Need Your Love,68
0.677,0.624,5,-8.973,1,0.0871,0.137,6.41e-05,0.589,0.422,93.023,audio_features,42HB7NqTtooRK7Lrwvwrq2,spotify:track:42HB7NqTtooRK7Lrwvwrq2,https://api.spotify.com/v1/tracks/42HB7NqTtooRK7Lrwvwrq2,https://api.spotify.com/v1/audio-analysis/42HB7NqTtooRK7Lrwvwrq2,189547,4,NCT DREAM,We Go Up - The 2nd Mini Album,Dear DREAM,56
0.898,0.764,8,-4.548,1,0.116,0.0169,0.0,0.258,0.436,122.016,audio_features,53W8Tjh9CkgdHS6m8sirsy,spotify:track:53W8Tjh9CkgdHS6m8sirsy,https://api.spotify.com/v1/tracks/53W8Tjh9CkgdHS6m8sirsy,https://api.spotify.com/v1/audio-analysis/53W8Tjh9CkgdHS6m8sirsy,183280,4,NCT DREAM,We Go Up - The 2nd Mini Album,We Go Up - Chinese Version,37
0.674,0.892,6,-3.498,1,0.0439,0.0563,0.0,0.067,0.725,109.909,audio_features,3I4pgDhMKp6Sww3lTxyg8X,spotify:track:3I4pgDhMKp6Sww3lTxyg8X,https://api.spotify.com/v1/tracks/3I4pgDhMKp6Sww3lTxyg8X,https://api.spotify.com/v1/audio-analysis/3I4pgDhMKp6Sww3lTxyg8X,178534,4,NCT DREAM,JOY,JOY,42
0.799,0.761,11,-4.897,0,0.0453,0.309,0.0,0.115,0.625,97.997,audio_features,48U7tDoHquyAGPW119Xpvi,spotify:track:48U7tDoHquyAGPW119Xpvi,https://api.spotify.com/v1/tracks/48U7tDoHquyAGPW119Xpvi,https://api.spotify.com/v1/audio-analysis/48U7tDoHquyAGPW119Xpvi,175240,4,NCT DREAM,We Young - The 1st Mini Album,같은 시간 같은 자리 Walk you home,55
0.702,0.853,0,-4.209,1,0.0449,0.0587,0.0,0.121,0.333,122.973,audio_features,62bgPWWIwBbSwzM54VQVg4,spotify:track:62bgPWWIwBbSwzM54VQVg4,https://api.spotify.com/v1/tracks/62bgPWWIwBbSwzM54VQVg4,https://api.spotify.com/v1/audio-analysis/62bgPWWIwBbSwzM54VQVg4,223293,4,NCT DREAM,We Young - The 1st Mini Album,We Young青春漾,35
0.534,0.881,4,-2.871,1,0.0434,0.0352,0.0,0.532,0.561,128.009,audio_features,6YEzJ1abhCakyaTq826f1j,spotify:track:6YEzJ1abhCakyaTq826f1j,https://api.spotify.com/v1/tracks/6YEzJ1abhCakyaTq826f1j,https://api.spotify.com/v1/audio-analysis/6YEzJ1abhCakyaTq826f1j,206792,4,NCT DREAM,Trigger the fever (The Official Song of the FIFA U-20 World Cup Korea Republic 2017),Trigger the fever (The Official Song of the FIFA U-20 World Cup Korea Republic 2017),41
0.799,0.899,2,-3.945,1,0.131,0.018,0.0,0.0801,0.589,108.051,audio_features,79KlQUwHkjxhejVuMyFHw1,spotify:track:79KlQUwHkjxhejVuMyFHw1,https://api.spotify.com/v1/tracks/79KlQUwHkjxhejVuMyFHw1,https://api.spotify.com/v1/audio-analysis/79KlQUwHkjxhejVuMyFHw1,201980,4,NCT DREAM,The First - The 1st Single Album,My First And Last,45
0.801,0.885,9,-4.108,0,0.168,0.0254,0.0,0.0577,0.571,108.02,audio_features,7hutpf0tbCfkodvFYOAKLO,spotify:track:7hutpf0tbCfkodvFYOAKLO,https://api.spotify.com/v1/tracks/7hutpf0tbCfkodvFYOAKLO,https://api.spotify.com/v1/audio-analysis/7hutpf0tbCfkodvFYOAKLO,201980,4,NCT DREAM,The First - The 1st Single Album,My First And Last - Chinese Version,20
0.794,0.769,6,-3.444,1,0.0511,0.125,0.0,0.096,0.95,104.0,audio_features,4AuahAddlvOVZ9WtToH1LD,spotify:track:4AuahAddlvOVZ9WtToH1LD,https://api.spotify.com/v1/tracks/4AuahAddlvOVZ9WtToH1LD,https://api.spotify.com/v1/audio-analysis/4AuahAddlvOVZ9WtToH1LD,197462,4,NCT DREAM,The First - The 1st Single Album,Chewing Gum - Chinese Version,19
0.799,0.899,2,-3.945,1,0.131,0.018,0.0,0.0801,0.589,108.051,audio_features,24PhZrRiALtUXgdwXkEwGt,spotify:track:24PhZrRiALtUXgdwXkEwGt,https://api.spotify.com/v1/tracks/24PhZrRiALtUXgdwXkEwGt,https://api.spotify.com/v1/audio-analysis/24PhZrRiALtUXgdwXkEwGt,201980,4,NCT DREAM,The First - The 1st Single Album,마지막 첫사랑 My First and Last,57
0.801,0.885,9,-4.108,0,0.168,0.0254,0.0,0.0577,0.571,108.02,audio_features,7lMMCxTBJU0ioAymYX8h03,spotify:track:7lMMCxTBJU0ioAymYX8h03,https://api.spotify.com/v1/tracks/7lMMCxTBJU0ioAymYX8h03,https://api.spotify.com/v1/audio-analysis/7lMMCxTBJU0ioAymYX8h03,201980,4,NCT DREAM,The First - The 1st Single Album,最后的初恋 My First and Last - Chinese Version,32
0.644,0.888,2,-4.097,1,0.071,0.124,0.0,0.269,0.651,115.983,audio_features,2sOz5KStj3M1L1ErNo6MCC,spotify:track:2sOz5KStj3M1L1ErNo6MCC,https://api.spotify.com/v1/tracks/2sOz5KStj3M1L1ErNo6MCC,https://api.spotify.com/v1/audio-analysis/2sOz5KStj3M1L1ErNo6MCC,232726,4,NCT DREAM,The First - The 1st Single Album,덩크슛 Dunk Shot,50
0.794,0.769,6,-3.444,1,0.0511,0.125,0.0,0.096,0.95,104.0,audio_features,31oUaaV09TkZgcw7GIf3dO,spotify:track:31oUaaV09TkZgcw7GIf3dO,https://api.spotify.com/v1/tracks/31oUaaV09TkZgcw7GIf3dO,https://api.spotify.com/v1/audio-analysis/31oUaaV09TkZgcw7GIf3dO,197462,4,NCT DREAM,The First - The 1st Single Album,Chewing Gum泡泡糖 - Chinese Version,28
0.828,0.689,5,-7.97,1,0.0699,0.32,0.0118,0.11,0.176,100.042,audio_features,46JuEtCV69InGm7hONKrgA,spotify:track:46JuEtCV69InGm7hONKrgA,https://api.spotify.com/v1/tracks/46JuEtCV69InGm7hONKrgA,https://api.spotify.com/v1/audio-analysis/46JuEtCV69InGm7hONKrgA,117326,4,NCT U,NCT 2018 EMPATHY,INTRO: Neo Got My Back,48
0.787,0.543,10,-6.7,0,0.037,0.0233,0.0,0.0861,0.332,99.026,audio_features,0ErzcmZ2gIwX7X0xSMQPix,spotify:track:0ErzcmZ2gIwX7X0xSMQPix,https://api.spotify.com/v1/tracks/0ErzcmZ2gIwX7X0xSMQPix,https://api.spotify.com/v1/audio-analysis/0ErzcmZ2gIwX7X0xSMQPix,210641,4,NCT U,NCT 2018 EMPATHY,BOSS,69
0.827,0.739,8,-6.391,1,0.0744,0.0214,4.13e-06,0.043,0.352,95.999,audio_features,1EYSS9Lp7a9f20C3FaOVgI,spotify:track:1EYSS9Lp7a9f20C3FaOVgI,https://api.spotify.com/v1/tracks/1EYSS9Lp7a9f20C3FaOVgI,https://api.spotify.com/v1/audio-analysis/1EYSS9Lp7a9f20C3FaOVgI,183020,4,NCT U,NCT 2018 EMPATHY,Baby Don’t Stop,67
0.595,0.806,8,-4.644,1,0.141,0.0391,0.0,0.36,0.616,93.126,audio_features,1mdEvT7X3Rs7vL75fRb8oo,spotify:track:1mdEvT7X3Rs7vL75fRb8oo,https://api.spotify.com/v1/tracks/1mdEvT7X3Rs7vL75fRb8oo,https://api.spotify.com/v1/audio-analysis/1mdEvT7X3Rs7vL75fRb8oo,189078,4,NCT U,NCT 2018 EMPATHY,TOUCH,62
0.683,0.92,9,-3.322,0,0.0924,0.0294,0.0,0.295,0.678,94.959,audio_features,6OyLuTMyY9dOswKPyIT8SO,spotify:track:6OyLuTMyY9dOswKPyIT8SO,https://api.spotify.com/v1/tracks/6OyLuTMyY9dOswKPyIT8SO,https://api.spotify.com/v1/audio-analysis/6OyLuTMyY9dOswKPyIT8SO,196571,4,NCT U,NCT 2018 EMPATHY,YESTODAY,51
0.523,0.864,10,-4.746,0,0.359,0.106,0.000454,0.0672,0.247,142.11,audio_features,1qq7YnBOcXtfX3tCCMJllG,spotify:track:1qq7YnBOcXtfX3tCCMJllG,https://api.spotify.com/v1/tracks/1qq7YnBOcXtfX3tCCMJllG,https://api.spotify.com/v1/audio-analysis/1qq7YnBOcXtfX3tCCMJllG,197981,4,NCT U,NCT 2018 EMPATHY,Black on Black,61
0.557,0.442,1,-4.595,1,0.0314,0.316,0.0,0.138,0.272,127.873,audio_features,4SBdExnMWp7er8KxnpPzpG,spotify:track:4SBdExnMWp7er8KxnpPzpG,https://api.spotify.com/v1/tracks/4SBdExnMWp7er8KxnpPzpG,https://api.spotify.com/v1/audio-analysis/4SBdExnMWp7er8KxnpPzpG,250826,4,NCT U,NCT 2018 EMPATHY,텐데…Timeless,49
0.682,0.502,2,-9.507,1,0.0713,0.0124,8.45e-06,0.107,0.218,108.08,audio_features,6BdchFAP4TUZUceAsAEb5U,spotify:track:6BdchFAP4TUZUceAsAEb5U,https://api.spotify.com/v1/tracks/6BdchFAP4TUZUceAsAEb5U,https://api.spotify.com/v1/audio-analysis/6BdchFAP4TUZUceAsAEb5U,214035,4,NCT U,NCT 2018 EMPATHY,일곱 번째 감각 The 7th Sense,60
0.578,0.942,2,-1.693,1,0.0556,0.0428,0.0,0.0833,0.53,127.835,audio_features,78DVHbAahuQF56gOC4GnuN,spotify:track:78DVHbAahuQF56gOC4GnuN,https://api.spotify.com/v1/tracks/78DVHbAahuQF56gOC4GnuN,https://api.spotify.com/v1/audio-analysis/78DVHbAahuQF56gOC4GnuN,205533,4,NCT U,NCT 2018 EMPATHY,WITHOUT YOU,56
0.578,0.947,2,-1.629,1,0.0588,0.0394,0.0,0.126,0.516,128.021,audio_features,51q7nOFtavUgnbaVLfwddo,spotify:track:51q7nOFtavUgnbaVLfwddo,https://api.spotify.com/v1/tracks/51q7nOFtavUgnbaVLfwddo,https://api.spotify.com/v1/audio-analysis/51q7nOFtavUgnbaVLfwddo,205533,4,NCT U,NCT 2018 EMPATHY,WITHOUT YOU - Chinese Version,38
0.618,0.748,8,-6.301,0,0.0315,0.0381,0.00225,0.295,0.367,102.052,audio_features,6MWqKPyfweTJ60mpiTj24o,spotify:track:6MWqKPyfweTJ60mpiTj24o,https://api.spotify.com/v1/tracks/6MWqKPyfweTJ60mpiTj24o,https://api.spotify.com/v1/audio-analysis/6MWqKPyfweTJ60mpiTj24o,215222,4,NCT U,NCT 2018 EMPATHY,몽중몽; Dream In A Dream,49
0.556,0.913,2,-4.075,1,0.0929,0.000385,0.962,0.268,0.357,179.925,audio_features,0GubDiGTY2PtqgBQPYaOBy,spotify:track:0GubDiGTY2PtqgBQPYaOBy,https://api.spotify.com/v1/tracks/0GubDiGTY2PtqgBQPYaOBy,https://api.spotify.com/v1/audio-analysis/0GubDiGTY2PtqgBQPYaOBy,57474,4,NCT U,NCT 2018 EMPATHY,OUTRO: VISION,37
0.68,0.888,9,-4.377,0,0.136,0.0688,0.0,0.118,0.633,95.014,audio_features,4SrkrzWiFxEzMBOSOE5qGW,spotify:track:4SrkrzWiFxEzMBOSOE5qGW,https://api.spotify.com/v1/tracks/4SrkrzWiFxEzMBOSOE5qGW,https://api.spotify.com/v1/audio-analysis/4SrkrzWiFxEzMBOSOE5qGW,227885,4,NCT U,NCT 2018 EMPATHY,YESTODAY - Extended Version [Bonus Track],45
0.615,0.889,11,-3.698,1,0.0427,0.00354,0.0,0.159,0.532,134.958,audio_features,4aHqVuUrfYMPro2bqn5Fse,spotify:track:4aHqVuUrfYMPro2bqn5Fse,https://api.spotify.com/v1/tracks/4aHqVuUrfYMPro2bqn5Fse,https://api.spotify.com/v1/audio-analysis/4aHqVuUrfYMPro2bqn5Fse,218680,4,WayV,Awaken The World - The 1st Album,Turn Back Time,67
0.598,0.802,10,-2.88,0,0.0407,0.168,0.0,0.184,0.533,140.092,audio_features,3rirsQT0AxJ2SDzHDPnvr6,spotify:track:3rirsQT0AxJ2SDzHDPnvr6,https://api.spotify.com/v1/tracks/3rirsQT0AxJ2SDzHDPnvr6,https://api.spotify.com/v1/audio-analysis/3rirsQT0AxJ2SDzHDPnvr6,217813,4,WayV,Awaken The World - The 1st Album,Unbreakable,55
0.577,0.87,2,-2.543,0,0.0557,0.0963,0.0,0.071,0.327,105.292,audio_features,5OyBCIBDkTWUSvbFPFnKl0,spotify:track:5OyBCIBDkTWUSvbFPFnKl0,https://api.spotify.com/v1/tracks/5OyBCIBDkTWUSvbFPFnKl0,https://api.spotify.com/v1/audio-analysis/5OyBCIBDkTWUSvbFPFnKl0,209320,4,WayV,Awaken The World - The 1st Album,After Midnight,57
0.481,0.783,1,-5.072,1,0.0361,0.0778,0.699,0.138,0.337,136.073,audio_features,25QUurWK5I3ugRUUuaxzLa,spotify:track:25QUurWK5I3ugRUUuaxzLa,https://api.spotify.com/v1/tracks/25QUurWK5I3ugRUUuaxzLa,https://api.spotify.com/v1/audio-analysis/25QUurWK5I3ugRUUuaxzLa,53600,4,WayV,Awaken The World - The 1st Album,Interlude: Awaken The World,49
0.647,0.738,0,-3.759,1,0.0383,0.519,1.26e-06,0.11,0.454,143.988,audio_features,4HuVx0jVOlwRGtSkhPP4VE,spotify:track:4HuVx0jVOlwRGtSkhPP4VE,https://api.spotify.com/v1/tracks/4HuVx0jVOlwRGtSkhPP4VE,https://api.spotify.com/v1/audio-analysis/4HuVx0jVOlwRGtSkhPP4VE,212133,4,WayV,Awaken The World - The 1st Album,Only Human,55
0.654,0.678,9,-4.864,1,0.0451,0.0194,0.0,0.122,0.319,89.938,audio_features,6SmfBvW4JgsoZPhagI0N3L,spotify:track:6SmfBvW4JgsoZPhagI0N3L,https://api.spotify.com/v1/tracks/6SmfBvW4JgsoZPhagI0N3L,https://api.spotify.com/v1/audio-analysis/6SmfBvW4JgsoZPhagI0N3L,196880,4,WayV,Awaken The World - The 1st Album,Domino,57
0.751,0.848,7,-3.895,1,0.0911,0.0751,0.0,0.314,0.461,100.061,audio_features,54gh4wEVRzBnjOxUTHOeNu,spotify:track:54gh4wEVRzBnjOxUTHOeNu,https://api.spotify.com/v1/tracks/54gh4wEVRzBnjOxUTHOeNu,https://api.spotify.com/v1/audio-analysis/54gh4wEVRzBnjOxUTHOeNu,241293,4,WayV,Awaken The World - The 1st Album,Up From Here,52
0.723,0.935,0,-2.537,1,0.0452,0.0305,0.0,0.184,0.35,120.027,audio_features,4Xd55lj6UHNIDy192fmAAD,spotify:track:4Xd55lj6UHNIDy192fmAAD,https://api.spotify.com/v1/tracks/4Xd55lj6UHNIDy192fmAAD,https://api.spotify.com/v1/audio-analysis/4Xd55lj6UHNIDy192fmAAD,205800,4,WayV,Awaken The World - The 1st Album,Electric Hearts,54
0.533,0.919,1,-4.163,1,0.0647,0.00804,0.0,0.336,0.767,180.105,audio_features,0NRFpNIfyCUHdCalyQZEDN,spotify:track:0NRFpNIfyCUHdCalyQZEDN,https://api.spotify.com/v1/tracks/0NRFpNIfyCUHdCalyQZEDN,https://api.spotify.com/v1/audio-analysis/0NRFpNIfyCUHdCalyQZEDN,212760,4,WayV,Awaken The World - The 1st Album,Stand By Me,51
0.65,0.902,11,-3.686,1,0.043,0.003,0.0,0.151,0.471,134.969,audio_features,5hXSKNjdAoqKZKOQ95bHYm,spotify:track:5hXSKNjdAoqKZKOQ95bHYm,https://api.spotify.com/v1/tracks/5hXSKNjdAoqKZKOQ95bHYm,https://api.spotify.com/v1/audio-analysis/5hXSKNjdAoqKZKOQ95bHYm,218680,4,WayV,Turn Back Time (Korean Version),Turn Back Time - Korean Version,53
0.751,0.719,6,-5.198,0,0.0373,0.142,0.0,0.148,0.437,98.01,audio_features,2e3cJdJ8xWwydl8JIYlCqB,spotify:track:2e3cJdJ8xWwydl8JIYlCqB,https://api.spotify.com/v1/tracks/2e3cJdJ8xWwydl8JIYlCqB,https://api.spotify.com/v1/audio-analysis/2e3cJdJ8xWwydl8JIYlCqB,232150,4,WayV,Love Talk (English Version),Love Talk - English Version,72
0.734,0.629,2,-6.299,1,0.0543,0.0507,0.0,0.0899,0.377,109.982,audio_features,0nNrpT5W9YOvR3bEa7ym12,spotify:track:0nNrpT5W9YOvR3bEa7ym12,https://api.spotify.com/v1/tracks/0nNrpT5W9YOvR3bEa7ym12,https://api.spotify.com/v1/audio-analysis/0nNrpT5W9YOvR3bEa7ym12,222686,4,WayV,Take Over The Moon - The 2nd Mini Album,Moonwalk,62
0.682,0.851,9,-5.193,1,0.0847,0.177,0.0,0.334,0.611,131.011,audio_features,1Z6yAybe9wz2Revpfy5eSa,spotify:track:1Z6yAybe9wz2Revpfy5eSa,https://api.spotify.com/v1/tracks/1Z6yAybe9wz2Revpfy5eSa,https://api.spotify.com/v1/audio-analysis/1Z6yAybe9wz2Revpfy5eSa,198005,4,WayV,Take Over The Moon - The 2nd Mini Album,Yeah Yeah Yeah,48
0.742,0.749,6,-5.06,0,0.0378,0.232,0.0,0.119,0.485,98.013,audio_features,6bc8VmlNt5S9WJlyw8bBdd,spotify:track:6bc8VmlNt5S9WJlyw8bBdd,https://api.spotify.com/v1/tracks/6bc8VmlNt5S9WJlyw8bBdd,https://api.spotify.com/v1/audio-analysis/6bc8VmlNt5S9WJlyw8bBdd,232694,4,WayV,Take Over The Moon - The 2nd Mini Album,Love Talk,61
0.651,0.638,11,-6.024,0,0.108,0.161,0.0,0.325,0.409,149.902,audio_features,04uvFToQGZkrdWkm65gxmu,spotify:track:04uvFToQGZkrdWkm65gxmu,https://api.spotify.com/v1/tracks/04uvFToQGZkrdWkm65gxmu,https://api.spotify.com/v1/audio-analysis/04uvFToQGZkrdWkm65gxmu,198268,4,WayV,Take Over The Moon - The 2nd Mini Album,King of Hearts,51
0.54,0.296,2,-9.83,1,0.0338,0.844,0.0,0.131,0.383,142.741,audio_features,3Zr1trnK5GcmwMMm40Fjyb,spotify:track:3Zr1trnK5GcmwMMm40Fjyb,https://api.spotify.com/v1/tracks/3Zr1trnK5GcmwMMm40Fjyb,https://api.spotify.com/v1/audio-analysis/3Zr1trnK5GcmwMMm40Fjyb,207173,4,WayV,Take Over The Moon - The 2nd Mini Album,Face to Face,51
0.709,0.71,7,-4.473,1,0.0312,0.104,0.0,0.0173,0.54,98.022,audio_features,2lDoT0PyJm1H4mWAO9p3kZ,spotify:track:2lDoT0PyJm1H4mWAO9p3kZ,https://api.spotify.com/v1/tracks/2lDoT0PyJm1H4mWAO9p3kZ,https://api.spotify.com/v1/audio-analysis/2lDoT0PyJm1H4mWAO9p3kZ,206644,4,WayV,Take Over The Moon - The 2nd Mini Album,We go nanana,48
0.723,0.827,8,-5.417,1,0.0347,0.0119,0.0,0.183,0.168,103.023,audio_features,1FU3x0eu9cUl3AltO6t2KH,spotify:track:1FU3x0eu9cUl3AltO6t2KH,https://api.spotify.com/v1/tracks/1FU3x0eu9cUl3AltO6t2KH,https://api.spotify.com/v1/audio-analysis/1FU3x0eu9cUl3AltO6t2KH,233720,4,WayV,Take Off - The 1st Mini Album,Take Off,62
0.715,0.789,9,-5.137,0,0.0474,0.309,0.0,0.301,0.866,134.02,audio_features,4cUFGGY1rsX8sR5nxaqoag,spotify:track:4cUFGGY1rsX8sR5nxaqoag,https://api.spotify.com/v1/tracks/4cUFGGY1rsX8sR5nxaqoag,https://api.spotify.com/v1/audio-analysis/4cUFGGY1rsX8sR5nxaqoag,217587,4,WayV,Take Off - The 1st Mini Album,Regular,44
0.381,0.844,0,-5.878,0,0.17,0.084,0.0,0.375,0.353,73.828,audio_features,5LQhLNSWjV6IhsSO6b8Xxh,spotify:track:5LQhLNSWjV6IhsSO6b8Xxh,https://api.spotify.com/v1/tracks/5LQhLNSWjV6IhsSO6b8Xxh,https://api.spotify.com/v1/audio-analysis/5LQhLNSWjV6IhsSO6b8Xxh,195853,4,WayV,Take Off - The 1st Mini Album,Say It,48
0.655,0.759,1,-5.986,1,0.0446,0.442,0.0,0.0682,0.831,91.991,audio_features,4CZaAPfc74YaIPBEMFCKXH,spotify:track:4CZaAPfc74YaIPBEMFCKXH,https://api.spotify.com/v1/tracks/4CZaAPfc74YaIPBEMFCKXH,https://api.spotify.com/v1/audio-analysis/4CZaAPfc74YaIPBEMFCKXH,226013,4,WayV,Take Off - The 1st Mini Album,Let me love u,54
0.715,0.776,6,-5.888,0,0.0379,0.0241,0.0,0.133,0.514,93.032,audio_features,0KUcUFRKcFUEMtORVBorDa,spotify:track:0KUcUFRKcFUEMtORVBorDa,https://api.spotify.com/v1/tracks/0KUcUFRKcFUEMtORVBorDa,https://api.spotify.com/v1/audio-analysis/0KUcUFRKcFUEMtORVBorDa,226547,4,WayV,Take Off - The 1st Mini Album,Dream Launch,43
0.202,0.67,10,-2.844,1,0.0326,0.565,1.03e-06,0.12,0.127,170.777,audio_features,1A7pDII9Zy07oCDW3xldgy,spotify:track:1A7pDII9Zy07oCDW3xldgy,https://api.spotify.com/v1/tracks/1A7pDII9Zy07oCDW3xldgy,https://api.spotify.com/v1/audio-analysis/1A7pDII9Zy07oCDW3xldgy,263613,3,NCT U,STATION X 4 LOVEs for Winter Part.2,"Coming Home (Sung by TAEIL, DOYOUNG, JAEHYUN, HAECHAN)",59
