danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,artist_name,album,track_name,popularity
0.737,0.932,1,-2.789,1,0.0489,0.0576,0.0,0.153,0.869,125.993,audio_features,2eNY3L2TIYwiHQU78lryhq,spotify:track:2eNY3L2TIYwiHQU78lryhq,https://api.spotify.com/v1/tracks/2eNY3L2TIYwiHQU78lryhq,https://api.spotify.com/v1/audio-analysis/2eNY3L2TIYwiHQU78lryhq,196000,4,NCT U,"The Tale Of Nokdu 조선로코 - 녹두전 (Original Television Soundtrack), Pt. 1","Baby Only You (Sung by DOYOUNG, MARK)",49
0.633,0.874,2,-4.205,1,0.0312,0.00878,0.000143,0.285,0.524,106.028,audio_features,6ApLsx1fLjyQL2j5hBiDG0,spotify:track:6ApLsx1fLjyQL2j5hBiDG0,https://api.spotify.com/v1/tracks/6ApLsx1fLjyQL2j5hBiDG0,https://api.spotify.com/v1/audio-analysis/6ApLsx1fLjyQL2j5hBiDG0,229265,4,NCT U,When You're On The Blacklist Of Bullies Pt.1 (Original Television Soundtrack),New Love,46
0.843,0.722,1,-6.403,1,0.0696,0.0218,5.31e-06,0.0424,0.344,95.981,audio_features,3K8yw3FK4q0j05XabjP6mE,spotify:track:3K8yw3FK4q0j05XabjP6mE,https://api.spotify.com/v1/tracks/3K8yw3FK4q0j05XabjP6mE,https://api.spotify.com/v1/audio-analysis/3K8yw3FK4q0j05XabjP6mE,183020,4,NCT U,Baby Don't Stop (Special Thai Version),Baby Don't Stop - Special Thai Version,43
0.632,0.83,2,-3.388,1,0.0401,0.452,0.0,0.238,0.445,115.02,audio_features,6rPnmk2JbKooVdes8dMsZj,spotify:track:6rPnmk2JbKooVdes8dMsZj,https://api.spotify.com/v1/tracks/6rPnmk2JbKooVdes8dMsZj,https://api.spotify.com/v1/audio-analysis/6rPnmk2JbKooVdes8dMsZj,219126,4,NCT U,RADIO ROMANCE OST Part.1,Radio Romance,41
0.555,0.451,1,-4.575,1,0.0314,0.349,0.0,0.137,0.259,128.014,audio_features,7jb6GXWNyeGUKFaUCpmNX1,spotify:track:7jb6GXWNyeGUKFaUCpmNX1,https://api.spotify.com/v1/tracks/7jb6GXWNyeGUKFaUCpmNX1,https://api.spotify.com/v1/audio-analysis/7jb6GXWNyeGUKFaUCpmNX1,250826,4,NCT U,텐데...Timeless,"텐데...Timeless (Sung by JAEHYUN, DOYOUNG, TAEIL)",56
0.578,0.942,2,-1.693,1,0.0556,0.0428,0.0,0.0833,0.53,127.835,audio_features,0v5VZm8n1l0dEq7gls1a88,spotify:track:0v5VZm8n1l0dEq7gls1a88,https://api.spotify.com/v1/tracks/0v5VZm8n1l0dEq7gls1a88,https://api.spotify.com/v1/audio-analysis/0v5VZm8n1l0dEq7gls1a88,205533,4,NCT U,WITHOUT YOU,"WITHOUT YOU (Sung by JAEHYUN, DOYOUNG, TAEIL)",46
0.578,0.947,2,-1.629,1,0.0588,0.0394,0.0,0.126,0.516,128.021,audio_features,7MtX7pq09iFQ4FlBE5jSL0,spotify:track:7MtX7pq09iFQ4FlBE5jSL0,https://api.spotify.com/v1/tracks/7MtX7pq09iFQ4FlBE5jSL0,https://api.spotify.com/v1/audio-analysis/7MtX7pq09iFQ4FlBE5jSL0,205533,4,NCT U,WITHOUT YOU,"WITHOUT YOU (Sung by KUN, JAEHYUN, DOYOUNG, TAEIL) - Chinese Version",35
0.682,0.502,2,-9.507,1,0.0713,0.0124,8.45e-06,0.107,0.218,108.08,audio_features,0m6knGAWrs6bJfrN0zZ9Qy,spotify:track:0m6knGAWrs6bJfrN0zZ9Qy,https://api.spotify.com/v1/tracks/0m6knGAWrs6bJfrN0zZ9Qy,https://api.spotify.com/v1/audio-analysis/0m6knGAWrs6bJfrN0zZ9Qy,214035,4,NCT U,The 7th Sense,The 7th Sense,51
0.682,0.502,2,-9.507,1,0.0713,0.0124,8.45e-06,0.107,0.218,108.08,audio_features,1VLEqquT268Ke46e5DZ1dH,spotify:track:1VLEqquT268Ke46e5DZ1dH,https://api.spotify.com/v1/tracks/1VLEqquT268Ke46e5DZ1dH,https://api.spotify.com/v1/audio-analysis/1VLEqquT268Ke46e5DZ1dH,214035,4,NCT U,일곱 번째 감각 The 7th Sense,"일곱 번째 감각 The 7th Sense (Sung by TAEYONG, MARK, JAEHYUN, DOYOUNG, TEN)",53
0.622,0.768,10,-4.632,0,0.0692,0.0027,0.0,0.0482,0.623,98.048,audio_features,6ajFtkDNkkk01V4ds5OX6Y,spotify:track:6ajFtkDNkkk01V4ds5OX6Y,https://api.spotify.com/v1/tracks/6ajFtkDNkkk01V4ds5OX6Y,https://api.spotify.com/v1/audio-analysis/6ajFtkDNkkk01V4ds5OX6Y,194082,4,NCT U,DOKGO REWIND (Original Television Soundtrack),New Dream,38
0.634,0.825,2,-3.351,1,0.0395,0.454,0.0,0.233,0.445,115.04,audio_features,5oV1pmABONKzelUXQAxpeh,spotify:track:5oV1pmABONKzelUXQAxpeh,https://api.spotify.com/v1/tracks/5oV1pmABONKzelUXQAxpeh,https://api.spotify.com/v1/audio-analysis/5oV1pmABONKzelUXQAxpeh,219147,4,NCT U,RADIO ROMANCE OST,"Radio Romance (Sung by TAEIL, DOYOUNG)",26
0.685,0.868,8,-3.491,0,0.0332,0.00041,0.0,0.0477,0.961,109.973,audio_features,1xWp7BgiNNIDfVfFxK9YpP,spotify:track:1xWp7BgiNNIDfVfFxK9YpP,https://api.spotify.com/v1/tracks/1xWp7BgiNNIDfVfFxK9YpP,https://api.spotify.com/v1/audio-analysis/1xWp7BgiNNIDfVfFxK9YpP,148869,4,NCT U,DreamWorks Trolls X SM STATION,Best Day Ever,39
